painting,domi_emotion,utterance_combined
nicholas-roerich_pass-tangla,positive,The yellow sky contrasts well with the white and purple mountains.  i like the shrubs on the landscape.Looks like a setting that could only happen in new mexico or arizona.Yellow sky with white mountains and purple hills.
nicholas-roerich_path-to-kailas-1931-1,positive,"Wow, this looks like a scene taken from a farm in new zealand. amazing view.You dont need modern amenities when you have a view like that.Because the bright colors are so realistic and they show you what it is like to view the top of the moutains from the top of the mountains.I think it would love living on these hillsides and waking up to this view everyday."
nicholas-roerich_the-unspilling-vessel-1927,positive,The ice on the mountains looks realistic.I like the yellow contrast of the robes against the ice.The man reached the top of his long journey to experience something beautiful.
odilon-redon_naked-woman-on-a-car,positive,"This is a pretty and interesting way of showing what i assume to be a sun god lighting up the earth. the depiction is unique.Bright colors, it looks like a condom in the foreground.I love the yellow tones, but its a little strange and i cant tell what the person is standing on."
victor-borisov-musatov_on-a-balcony-1899,positive,"The woman is falling asleep on the stair hand, which makes me feel drowsy.The woman seems to be in a deep slumber that's very peaceful.The lady resting under the moon, with a cast of blue."
william-blake_songs-of-innocence-1825,positive,The picture is very detailed and makes me content.I like how the title is songs of innocence and the children are gathered around a book..very sweet.A family spend time together on a nice day out before the last autumn leaves fall off the trees.I love that a mother and her children are enjoying time outside.
ad-reinhardt_collage-1940,positive,I feel like im  in a  library looking for  book that doesnt exist.It reminds me of when you first found out about collages. the colors match well though.I am amused because there are a lot of parts to the pic.  i love abstract art like this.  i want to know more about it.
georges-braque_checkerboard-tivoli-cinema-1913,positive,Advertisement and paper conjures emotion of contentment.The letters make it feel very calming and light.The checker board and papers remind me of old men sitting at a park or coffee shop enjoying their retirement.
juan-gris_guitar-and-fruit-dish-1,positive,"Very intrigued and modern leaves me feel abstract and wise.It feels like a cozy corner with book and coffee.Relaxing with a little music, wine, reading, smoking."
juan-gris_photograph-of-violin-and-checkerboard-1913,positive,There are a variety of different colors and angles in the painting.The musical instrument.The bright colors in this picture are incredibly exciting.Musical instruments.
ito-jakuchu_one-hundred-dogs-1799,positive,"I like the number of dog faces, each with their own colors and expressions. it is fun to slowly look over the painting and see the different mood and activity of each dog.These are sweet animals, painted in a rounded way that makes them look puffy and appealing.The animals with spots are amusing."
katsushika-hokusai_a-leather-pouch-with-kagami,positive,"It's makes me think of peaceful times and people, very pretty.The chinese makes it feel like an ancient piece, giving off mystery.The fan looks like a musical instrument at first glance."
katsushika-hokusai_surumaru-daiyu,positive,The colors used in this painting are  not very tradition and very cool to look at and see the scenery.The symmetry of the landscape and people walking.The blue hills are beautiful and i like the characters too.I like how the blue looks like it could be snow.
katsushika-hokusai_the-back-of-the-fuji-from-the-minobu-river,positive,"Because of the scale of the piece of work and the complimentary colors. i like the differences between the mountains, and then the path in the foreground. i also really like the deep blues and greens with the pale pinks, whites, and yellows.The lines and colors create a depth that is almost 3d.Dramatic movemnts and calm state of the people.Great colors. beautiful mountains. could use some more detail, though."
