painting,domi_emotion,utterance_combined
irma-stern_country-road-madeira-1931,contentment,"I usually don't like messiness, but this image pulls it off. you can't really tell some objects from others but when you step back you can see different things. it makes me feel as if i was going to grandma's house in the forest which was always nice.The house looks like is between and river and a plantation field.The colors look very peaceful and the black lines make everything feel nice and divided but in a pleasant way. i like how blended everything looks. it just looks like a nice calm painting."
istvan-ilosvai-varga_nagyb-nya-1931,contentment,"The house looks like a pleasant family home surrounded by nature.It looks like a sunny, cozy home to live in.The bright colors make this area look very peaceful and fun."
jack-bush_tinton-s-farm-hogg-s-hollow-toronto-1943,amusement,"Vintage cars beneath the trees look ready to takeoff.The rough lines and quick coloring in make this look like a hastily drawn scene, it's almost like something from a cartoon.The style is whimsical and i just can't help but wonder how those two carts got there."
jan-sluyters_still-life-with-spring-flowers-1926,contentment,"The variety of flowers look vibrant and alive.The multiple colorful flowers in the vase, and how the background sheet has muted colors that seems to echo the green and yellow of the flowers flowers makes me feel content.I love all of the different color flowers and how they stand out against the green background.The flowers represents spring morning and relaxation as the breeze of warm air is flowing thru. the colors brings calm to the day. the background surrounds the relaxing throughout."
kuzma-petrov-vodkin_neighborhoods-khvalynsk,awe,"Nature seems expansive, since the blue mountains seem never-ending even beyond the grassy hills.Rolling hills covered in trees have a few houses spread in between.I like how everything is blended in perfectly to make the whole landscape connect.Interesting 3d photo of mountains that jump out at me."
le-pho_lecture-lesson,contentment,Despite the fact the expressions can't be seen there is something cosy and companionable about the woman and child together.Women enjoying reading.    pleasant flowers.The mother and daughter are at peace in some sort of learning lesson.This looks like a lovely mother and daughter moment.
leroy-neiman_bistro-garden-1997,excitement,"It looks like a fancy dinner for socialites and rich patrons.Lots of drama and movement in  this lovely water color painting of people eating outside of a garden restaurant.A gathering of people enjoying wine, food, and company. there is nothing better.I am excited by all the colors in this bright painting.  the flowers and flags are noteworthy."
martiros-saryan_bouquet-of-flowers-1945,contentment,"A simple vase with colorful flowers.The color scheme is very engaging and although it is abstract it is so very calming.The few red spots really draw the eye into the middle of the flowers.The variety of colors of flowers is pleasing, especially the little red flowers scattered in the arrangement."
martiros-saryan_persian-house-1913,contentment,"Beautiful house hidden among the trees.  i would love to live somewhere like this, hidden, secluded, peaceful.It is a beautiful rustic home with nice landscaping its very peaceful.This picture reminds me of an old house somewhere remote in nature.Lovely and wooded house in the painting with the evergreen trees."
martiros-saryan_wildflowers-1910,contentment,The cool colors and earth tones are very pleasing.The flowers are really pretty. i particularly like the blue ones.A happy cheerful bunch of flowers waiting to make someone smile.The flowers give off a peaceful vibe to the scenery.The flower shows how feminity can help anything grow.
maurice-de-vlaminck_still-life-with-basket-of-fruit,excitement,"I love the deep rich colors. the colors are nicely blended, but have a beautiful depth.This makes me feel excited because there is wine and fruit ready on a table to partake in! the colors of the table, bottle of wine and fruit all match with darker colors, making a seduction scene. which i enjoy.  i feel sexy!Love, how the black and red compliment else other."
maurice-prendergast_central-park-new-york-city-july-4th,excitement,It makes me feel like summer and the pastel colours give it a warm feel.It looks like a festival making me feel excited too.The colorful lanterns in the trees and the crowd of people shows a celebratory gathering which is exciting.
maurice-prendergast_grey-day,contentment,"A woman walks along the cliffs in her blue dress as the boats sail behind her.See and boats in the background  , eye catching figures expressed an this lady.I like the exclusive use of blues and blacks, and the woman's shape and form, especially her skirt.This woman is standing on the edge of water, and the boats in the background look fun. the woman is wearing all black which makes me wonder if it's cold."
