painting,domi_emotion,utterance_combined
irma-stern_portrait-of-an-indian-woman-1936,sadness,"The facial expression makes me feel sad for her.The woman's eyes are big, doughy and sort of sad, plus she's holding flowers to express condolences.By the way the eyes were done i cant tell if she is dead or just bored with everything. i think had she smiled this piece would not be sad especially with the coloring."
istvan-ilosvai-varga_self-portrait-1932,fear,He looks super duper creepy and looks like a stalker.His eyes give off an ominous look.The man's eyes and lips make him look like a criminal.
jack-bush_tinton-s-farm-hogg-s-hollow-toronto-1943,amusement,"Vintage cars beneath the trees look ready to takeoff.The rough lines and quick coloring in make this look like a hastily drawn scene, it's almost like something from a cartoon.The style is whimsical and i just can't help but wonder how those two carts got there."
jan-sluyters_portrait-of-an-art-collector-beffe,sadness,"This man's mustache makes him look like he's frowning, and his blue jacket is a depressing color.The man has a sad look in his eyes.Reminds me of a disappointed look and stance a father would have when talking to his children."
kuzma-petrov-vodkin_neighborhoods-khvalynsk,awe,"Nature seems expansive, since the blue mountains seem never-ending even beyond the grassy hills.Rolling hills covered in trees have a few houses spread in between.I like how everything is blended in perfectly to make the whole landscape connect.Interesting 3d photo of mountains that jump out at me."
leroy-neiman_bistro-garden-1997,excitement,"It looks like a fancy dinner for socialites and rich patrons.Lots of drama and movement in  this lovely water color painting of people eating outside of a garden restaurant.A gathering of people enjoying wine, food, and company. there is nothing better.I am excited by all the colors in this bright painting.  the flowers and flags are noteworthy."
lovis-corinth_self-portrait-1916,anger,"The expression on the mans face looks very angry, and unpleasant.This person has nice eyes that go well with his coat, but i do not like the way he is looking at me.The picture is of a man whose facial expressions are filled with anger. this is particularly noted in his eyes.The look in his eyes and dark spots looks like he's ready to fight his enemy."
maurice-de-vlaminck_still-life-with-basket-of-fruit,excitement,"I love the deep rich colors. the colors are nicely blended, but have a beautiful depth.This makes me feel excited because there is wine and fruit ready on a table to partake in! the colors of the table, bottle of wine and fruit all match with darker colors, making a seduction scene. which i enjoy.  i feel sexy!Love, how the black and red compliment else other."
maurice-prendergast_central-park-new-york-city-july-4th,excitement,It makes me feel like summer and the pastel colours give it a warm feel.It looks like a festival making me feel excited too.The colorful lanterns in the trees and the crowd of people shows a celebratory gathering which is exciting.
maurice-prendergast_harbor-afternoon,something else,"I really like the bright colors in the water and the grass and i think they make each other out.Nothing really grabs my attention in this piece, other than the pinkish sky and clouds.The soldiers are guarding the bay and people rejoice in contentment."
maurice-prendergast_new-england-harbour,excitement,"The people are preparing for a party they all seems happy and cheerful.The men returned so hurt, hungry and tired that everyone pitched in to help to get them better.There appears to be a community event that is bright and colorful and by all appearances 'happenin'. makes me want to be there with them.The town is having a festival and everyone is enjoying it.The colors and the setting itself by the water with the bustle of women and suggestion of sacks make this feel like a very active busy town as if preparing for something big."
maurice-prendergast_scene-of-venice,awe,"How the blues & greens stand out compared to all the rest of the colors to show a wonderful day in the city by the river.Too much green in the river, needs more blue or shades of blue.The blue, yellow, and white brushstrokes show the shining waters of the canal in the summer."
maurice-prendergast_the-balloon-1,excitement,"Excitement because this looks like a big party that everyone is enjoying.I enjoy the overall feel of this painting, due to the bright colors and subject matter. but dislike the lack of focus and detail. is this a party, a parade or just a busy throughfare.A picture of bright colors,at a fair. the balloons are exciting."
